time(sec),Ewe(V),I(mA),cycle #,Ece(V)
0.00010199999815085903,2.496748685836792,-2.205512217301475e-06,0,-0.0007169610471464694
0.010148999816010473,2.496748685836792,1.4490604272054952e-06,0,0.0006534798885695636
0.020195999633870088,2.496748685836792,-8.389080541348903e-07,0,-0.0003743508132174611
0.030242999451729702,2.3914034366607666,3.9129316453667684e-07,0,0.0003108696546405554
0.040289999269589316,2.496748685836792,5.276962755651482e-07,0,-3.1740579288452864e-05
0.05033699908744893,2.4805314540863037,-9.023644054195756e-07,0,-3.1740579288452864e-05
0.060383998905308545,2.496748685836792,1.4438327200494427e-06,0,-0.0003743508132174611
0.07048199872224359,2.496748685836792,-7.025049986175702e-07,0,-0.0003743508132174611
0.0805289985401032,2.386967897415161,3.449675822775333e-07,0,0.0003108696546405554
0.09057599835796282,2.496748685836792,7.850606276171845e-07,0,-0.0003743508132174611
0.10062299817582243,2.489513635635376,-9.624430141741414e-07,0,-0.0003743508132174611
0.11066999799368205,2.496748685836792,1.482517886230994e-06,0,0.0003108696546405554
0.12071699781154166,2.496748685836792,-6.316493994518169e-07,0,-3.1740579288452864e-05
0.13076399762940127,2.384805679321289,2.733881454553e-07,0,-0.0007169610471464694
0.14086199744633632,2.496748685836792,1.0063939681614897e-06,0,0.0003108696546405554
0.15090899726419593,2.495267152786255,-7.977297711292408e-07,0,-3.1740579288452864e-05
0.16095599708205555,2.495661735534668,1.6009055192611754e-06,0,-0.0007169610471464694
0.17100299689991516,2.496748685836792,-4.914663120914042e-07,0,-0.0003743508132174611
0.18104999671777477,2.3835151195526123,2.2658003251407877e-07,0,-0.0003743508132174611
0.1910969965356344,2.496748685836792,1.1736807081774714e-06,0,-3.1740579288452864e-05
0.201143996353494,2.496748685836792,-8.360127035089704e-07,0,-3.1740579288452864e-05
0.21119099617135362,2.4915316104888916,1.4783355650749286e-06,0,-0.0007169610471464694
0.22128899598828866,2.496748685836792,-3.2417954431984697e-07,0,-0.0007169610471464694
0.23133599580614828,2.385737657546997,1.3907616724928573e-07,0,-0.0010595712810754776
0.2413829956240079,2.496748685836792,1.294641838178734e-06,0,-0.0010595712810754776
0.2514299954418675,2.496748685836792,-1.0216366641557784e-06,0,-0.0003743508132174611
0.2614769952597271,2.482945442199707,1.3512619911892898e-06,0,-0.0003743508132174611
0.27152399507758673,2.496748685836792,-1.7514953376540632e-07,0,0.0003108696546405554
0.28157099489544635,2.3871498107910156,9.025737102152931e-08,0,-0.0003743508132174611
0.2916689947123814,2.496748685836792,1.3924402741949393e-06,0,-0.0007169610471464694
0.301715994530241,2.496748685836792,-1.0731096011795671e-06,0,0.0003108696546405554
0.3117629943481006,2.4710919857025146,1.2328744691814109e-06,0,0.0003108696546405554
0.32180999416596023,2.496748685836792,9.944828164090702e-11,0,-0.0003743508132174611
