time(sec),Ewe(V),I(mA),cycle #,Ece(V)
0.05033699908744893,0.013924196362495422,-4.117148288962369e-07,0,-0.548067033290863
0.060383998905308545,0.002117470372468233,-5.135649128185094e-07,0,-0.575133204460144
0.07043099872316816,-0.014897117391228676,-2.0056309391058846e-07,0,-0.554233968257904
0.48256199125171406,-0.04169824346899986,-2.7011805986409954e-08,0,-0.5501226782798767
0.4926089910695737,-0.03972760960459709,-3.7727730661796244e-08,0,-0.5741053819656372
0.5026559908874333,-0.0471888966858387,-3.622276090187171e-08,0,-0.5463539361953735
0.5127539907043683,-0.043071068823337555,-5.200106317770903e-08,0,-0.5672531723976135
0.522800990522228,-0.04758758470416069,-4.9648507527422225e-08,0,-0.5627992749214172
0.5328479903400876,-0.04962312802672386,-5.523246790484215e-08,0,-0.5477243661880493
0.5428949901579472,-0.047762978821992874,-6.06923192258968e-08,0,-0.5744479894638062
0.5529419899758068,-0.05558205768465996,-5.21170710754415e-08,0,-0.5473817586898804
0.5629889897936664,-0.05167944356799126,-6.109512201701861e-08,0,-0.5655401349067688
0.573035989611526,-0.05569283664226532,-5.26636095843358e-08,0,-0.5658827424049377
0.5830829894293856,-0.05800070986151695,-5.139120032304767e-08,0,-0.5470391511917114
0.5931299892472452,-0.05537845939397812,-5.232298275203995e-08,0,-0.5737627744674683
0.6031769890651049,-0.0627945214509964,-3.9152389663676956e-08,0,-0.5473817586898804
0.6132239888829645,-0.0585295706987381,-4.4929195780474274e-08,0,-0.564512312412262
0.6233219886998995,-0.06137944012880325,-3.533608475270178e-08,0,-0.5662253499031067
0.6333689885177591,-0.06380270421504974,-3.221282962595495e-08,0,-0.5460113286972046
0.6434159883356187,-0.060227811336517334,-3.438304502223488e-08,0,-0.5744479894638062
0.6534629881534784,-0.06714450567960739,-2.2252621620366675e-08,0,-0.5477243661880493
0.663509987971338,-0.06269492954015732,-3.009368448880778e-08,0,-0.564169704914093
0.6735569877891976,-0.06476277858018875,-2.402697138470522e-08,0,-0.5675957798957825
0.6836039876070572,-0.06752299517393112,-2.3197570600541617e-08,0,-0.5453261137008667
0.6936509874249168,-0.06356564164161682,-2.9396405448745e-08,0,-0.5741053819656372
0.7036979872427764,-0.07046286761760712,-2.041804919583612e-08,0,-0.5497800707817078
0.713744987060636,-0.06633833795785904,-3.1261476046706704e-08,0,-0.5621140003204346
0.7238429868775711,-0.06799841672182083,-2.8826127249081956e-08,0,-0.5682809948921204
0.7338899866954307,-0.07163563370704651,-2.9265440765202655e-08,0,-0.5449835062026978
0.7439369865132903,-0.06761761754751205,-3.8007777480864036e-08,0,-0.5730775594711304
0.7539839863311499,-0.07470279932022095,-3.019721625530103e-08,0,-0.5518357157707214
0.7640309861490095,-0.07116943597793579,-4.1370445263977373e-08,0,-0.5600583553314209
0.7740779859668692,-0.07266033440828323,-3.965525824378702e-08,0,-0.5696514248847961
0.7841249857847288,-0.07710760831832886,-3.877824797382523e-08,0,-0.5446408987045288
0.7941719856025884,-0.0730380266904831,-4.719320767510027e-08,0,-0.5730775594711304
0.804218985420448,-0.08013993501663208,-3.808663801008194e-08,0,-0.5535487532615662
0.8142659852383076,-0.07706259936094284,-4.736336670085883e-08,0,-0.559715747833252
0.8243129850561672,-0.0782502144575119,-4.4686112449232596e-08,0,-0.5703366994857788
0.8344109848731023,-0.08325809240341187,-4.1100064324117724e-08,0,-0.5439556837081909
0.8444579846909619,-0.07892851531505585,-4.841769693508802e-08,0,-0.5727349519729614
0.8545049845088215,-0.08570905774831772,-3.790771169187579e-08,0,-0.5552618503570557
0.8645519843266811,-0.08297191560268402,-4.539520148671983e-08,0,-0.559373140335083
0.8745989841445407,-0.0835488811135292,-4.237848266752664e-08,0,-0.5710219144821167
0.8846459839624004,-0.08886391669511795,-3.7120140294888415e-08,0,-0.5442982912063599
0.89469298378026,-0.0842389389872551,-4.445926612972606e-08,0,-0.5723923444747925
0.9047399835981196,-0.09066665172576904,-3.391251168771703e-08,0,-0.5566322803497314
0.9147869834159792,-0.08815337717533112,-4.100888031932648e-08,0,-0.5580027103424072
0.9248339832338388,-0.08816765248775482,-3.9065403689697575e-08,0,-0.5717071294784546
0.9349319830507739,-0.09379584342241287,-3.341683527113837e-08,0,-0.5439556837081909
0.9449789828686335,-0.08891930431127548,-4.1973372694181776e-08,0,-0.5720497369766235
0.9550259826864931,-0.09494055062532425,-3.246564822534381e-08,0,-0.5569748878479004
0.9650729825043527,-0.0929696261882782,-3.973868109574674e-08,0,-0.5549191832542419
0.9751199823222123,-0.09254958480596542,-3.937447590196541e-08,0,-0.5727349519729614
0.9851669821400719,-0.09856852889060974,-3.3805770682793224e-08,0,-0.5442982912063599
0.9952139819579315,-0.09368044883012772,-4.342835119297561e-08,0,-0.5720497369766235
1.0052609817757912,-0.09936315566301346,-3.484957461497018e-08,0,-0.5576601028442383
1.0153079815936508,-0.09800179302692413,-4.18024781456694e-08,0,-0.5528635382652283
