time(sec),Ewe(V),I(mA),cycle #,Ece(V)
0.00010199999815085903,0.1388985961675644,7.548404679091902e-07,0,-0.9917930364608765
0.07043099872316816,-0.012378682382404804,-7.924808378967363e-09,0,-0.9866538643836975
0.08047799854102777,-0.0052624959498643875,-8.527573092109719e-08,0,-1.0058400630950928
0.09057599835796282,-0.0053620231337845325,-3.154673744454328e-08,0,-1.0024139881134033
0.10062299817582243,-0.00793761108070612,-6.179754624691114e-08,0,-0.988709568977356
0.11066999799368205,-0.004431949928402901,-1.44263018198032e-07,0,-1.014405369758606
0.12071699781154166,-0.01254874374717474,-4.104077147570884e-08,0,-0.9876816868782043
0.13076399762940127,-0.008563045412302017,-1.5279139065071945e-07,0,-1.004812240600586
0.1408109974472609,-0.010725523345172405,-8.568002557440835e-08,0,-1.0054974555969238
0.1508579972651205,-0.015075866132974625,-6.137061692168544e-08,0,-0.9873390793800354
0.16090499708298012,-0.01085014920681715,-1.19412327248547e-07,0,-1.014062762260437
0.17095199690083973,-0.018024031072854996,-1.4596798162541669e-09,0,-0.9873390793800354
0.18099899671869935,-0.013554400764405727,-1.1783199416193213e-07,0,-1.0030992031097412
0.19104599653655896,-0.014822937548160553,-7.416157965511871e-08,0,-1.0065252780914307
0.201143996353494,-0.019968559965491295,-4.858568408705466e-08,0,-0.9869964718818665
0.21119099617135362,-0.015629755333065987,-1.2340205246541558e-07,0,-1.014405369758606
0.22123799598921323,-0.022936485707759857,-3.577954122216398e-09,0,-0.988709568977356
0.23128499580707285,-0.018906939774751663,-1.1404524546954065e-07,0,-1.0017287731170654
0.24133199562493246,-0.01973777264356613,-7.443762273240395e-08,0,-1.0078957080841064
0.2513789954427921,-0.025438223034143448,-3.5244227675201856e-08,0,-0.9859686493873596
0.2614259952606517,-0.020635535940527916,-1.1831451096622203e-07,0,-1.014062762260437
0.2714729950785113,-0.027682052925229073,1.7298143440650643e-10,0,-0.9911078214645386
0.2815199948963709,-0.02401209995150566,-1.0777657932781182e-07,0,-1.0013861656188965
0.29156699471423053,-0.024530939757823944,-7.732994106168789e-08,0,-1.0096087455749512
0.3016649945311656,-0.030737103894352913,-2.6283848361674522e-08,0,-0.9859686493873596
0.3117119943490252,-0.025722092017531395,-1.1729292537232539e-07,0,-1.013720154762268
0.3217589941668848,-0.03239646553993225,-7.749766540304792e-10,0,-0.9931634664535522
0.3318059939847444,-0.029232367873191833,-1.0262495714341568e-07,0,-0.999330461025238
0.34185299380260403,-0.02935468591749668,-8.005374141362154e-08,0,-1.010293960571289
0.35189999362046365,-0.035989824682474136,-1.9013388086186467e-08,0,-0.9849408268928528
0.36194699343832326,-0.03080403245985508,-1.1647210973464439e-07,0,-1.0130349397659302
0.3719939932561829,-0.03702353313565254,-3.4513687480891564e-09,0,-0.9952191114425659
0.3820409930740425,-0.03447217866778374,-9.810378204244685e-08,0,-1.0007009506225586
0.3920879928919021,-0.03422703966498375,-8.347272872910594e-08,0,-1.0109792947769165
0.40218599270883715,-0.04126331955194473,-1.1445604013171629e-08,0,-0.9859686493873596
0.41223299252669676,-0.03587212413549423,-1.157504023185929e-07,0,-1.0130349397659302
0.4222799923445564,-0.04158872738480568,-7.788773098704738e-09,0,-0.9965896010398865
0.432326992162416,-0.039693962782621384,-9.427954944518646e-08,0,-0.9972748160362244
0.4423739919802756,-0.03907545283436775,-8.749700963761597e-08,0,-1.0130349397659302
0.4524209917981352,-0.046419110149145126,-6.8231054486944664e-09,0,-0.9863112568855286
0.46246799161599483,-0.04093790426850319,-1.1538447280967645e-07,0,-1.0133775472640991
0.47251499143385445,-0.04617678001523018,-1.239856481372037e-08,0,-0.9965896010398865
0.48256199125171406,-0.04500366002321243,-8.951592939121511e-08,0,-0.994533896446228
0.4926089910695737,-0.04402786120772362,-9.072143036803482e-08,0,-1.0130349397659302
0.5026559908874333,-0.05149390548467636,-2.397870096926269e-09,0,-0.9856260418891907
0.5127539907043683,-0.046042926609516144,-1.1550899126078207e-07,0,-1.0126923322677612
0.522800990522228,-0.050644826143980026,-1.976305057105332e-08,0,-0.9979600310325623
0.5328479903400876,-0.05035403370857239,-8.365721310132912e-08,0,-0.994533896446228
0.5428949901579472,-0.048946231603622437,-9.383229609971622e-08,0,-1.014405369758606
0.5529419899758068,-0.05656221881508827,1.0521681182568132e-09,0,-0.9856260418891907
0.5629889897936664,-0.051127173006534576,-1.1498549334909569e-07,0,-1.010636568069458
0.573035989611526,-0.0551290288567543,-2.634737913953522e-08,0,-0.999673068523407
0.5830829894293856,-0.05576837807893753,-7.722773115448334e-08,0,-0.9921356439590454
0.5931299892472452,-0.05386914312839508,-9.698739034114112e-08,0,-1.013720154762268
0.6031769890651049,-0.06158033013343811,3.54575049876793e-09,0,-0.9863112568855286
0.6132749888820399,-0.05623219534754753,-1.1426633944600084e-07,0,-1.0085809230804443
0.6233219886998995,-0.05966861918568611,-3.391262271001949e-08,0,-1.0010435581207275
0.6333689885177591,-0.061261050403118134,-6.992693923901783e-08,0,-0.9907652139663696
0.6434159883356187,-0.05884701386094093,-9.956531432653293e-08,0,-1.014747977256775
0.6534629881534784,-0.06657146662473679,5.51456926997651e-09,0,-0.9866538643836975
0.663509987971338,-0.06139951944351196,-1.1322696946702848e-07,0,-1.0068678855895996
