time(sec),Ewe(V),Q-Q0(mAh),I(mA),cycle#,Ece (V)
0.0,0.11125557124614716,3.1872199709706256e-11,0.0,0,-0.708429217338562
4.999999873689376,0.0015571906697005033,2.5934428372743746e-06,0.0021052958345535444,0,-0.7173370718955994
9.999999747378752,0.0009479117579758167,5.237971486672501e-06,-0.0009475133992964402,0,-0.7166518568992615
14.999999621068127,0.2509807348251343,7.97530548071437e-06,0.0021052958345535444,0,-0.7187075018882751
19.999999494757503,0.2505999505519867,1.0742607830454492e-05,0.0036317005651653744,0,-0.7190501093864441
24.99999936844688,-0.49919384717941284,1.3313012661658124e-05,0.0021052958345535444,0,-0.7159666419029236
29.999999242136255,-0.49949848651885986,1.5887590052443556e-05,0.0013420935829344671,0,-0.7169944643974304
34.99999911582563,0.5010135769844055,1.8672209181305436e-05,0.0028684980861726217,0,-0.7214483618736267
39.99999898951501,0.5012420415878296,2.140612600164281e-05,0.0013420935829344671,0,-0.7200779318809509
44.99999886320438,0.001709510339424014,2.401109466316282e-05,0.0021052958345535444,0,-0.7159666419029236
49.99999873689376,0.002851908328011632,2.656185137715915e-05,0.0028684980861726217,0,-0.7019196152687073
